filename,mask,xmin,ymin,xmax,ymax
maksssksksss221.png,1,155,156,161,163
maksssksksss221.png,0,112,158,119,166
maksssksksss221.png,1,299,182,304,190
maksssksksss222.png,1,24,50,44,71
maksssksksss222.png,1,59,63,77,83
maksssksksss222.png,1,129,56,152,79
maksssksksss222.png,1,154,54,171,74
maksssksksss222.png,1,170,104,192,128
maksssksksss222.png,1,186,55,198,69
maksssksksss222.png,1,206,50,217,69
maksssksksss222.png,1,216,52,233,73
maksssksksss222.png,1,238,61,253,79
maksssksksss222.png,1,252,68,269,89
maksssksksss222.png,1,275,71,297,96
maksssksksss222.png,1,300,49,314,66
maksssksksss222.png,0,315,52,332,65
maksssksksss222.png,1,344,43,362,62
maksssksksss222.png,1,366,47,386,68
maksssksksss222.png,1,140,45,155,60
maksssksksss222.png,1,113,45,128,59
maksssksksss223.png,1,143,92,166,119
maksssksksss223.png,1,138,51,169,67
maksssksksss223.png,1,247,135,271,170
maksssksksss223.png,1,224,105,240,135
maksssksksss223.png,1,274,54,284,65
maksssksksss223.png,2,100,49,113,61
maksssksksss223.png,0,30,50,38,58
maksssksksss223.png,0,199,43,209,56
maksssksksss223.png,0,298,39,306,52
maksssksksss223.png,0,224,83,239,97
maksssksksss223.png,1,352,73,363,82
maksssksksss223.png,0,367,76,382,92
maksssksksss223.png,0,371,100,382,123
maksssksksss223.png,0,381,76,393,88
maksssksksss224.png,1,214,112,298,200
maksssksksss225.png,1,116,207,222,354
maksssksksss226.png,1,145,56,209,121
maksssksksss227.png,1,273,87,300,116
maksssksksss227.png,1,344,60,366,88
maksssksksss227.png,1,246,50,271,82
maksssksksss227.png,1,146,104,169,126
maksssksksss227.png,1,163,80,184,103
maksssksksss227.png,1,1,69,33,130
maksssksksss227.png,1,124,86,142,104
maksssksksss227.png,1,98,78,119,96
maksssksksss227.png,1,31,78,46,93
maksssksksss227.png,1,72,78,88,91
maksssksksss227.png,1,58,72,66,82
maksssksksss227.png,1,200,70,211,82
maksssksksss228.png,1,46,191,147,324
maksssksksss229.png,1,29,90,60,133
maksssksksss229.png,1,92,57,128,88
maksssksksss229.png,1,26,42,45,61
maksssksksss229.png,1,123,12,140,31
maksssksksss229.png,1,175,64,196,86
maksssksksss229.png,1,203,50,218,70
maksssksksss229.png,1,243,52,257,74
maksssksksss229.png,1,218,91,242,117
maksssksksss229.png,1,231,138,255,167
maksssksksss229.png,1,293,87,320,110
maksssksksss229.png,1,235,5,246,21
maksssksksss229.png,1,323,25,338,35
maksssksksss229.png,1,370,32,398,63
maksssksksss229.png,1,184,18,192,32
maksssksksss23.png,1,188,74,241,131
maksssksksss230.png,1,16,191,92,265
maksssksksss230.png,1,124,92,183,147
maksssksksss230.png,1,196,39,249,93
maksssksksss230.png,1,307,180,388,260
maksssksksss230.png,1,424,153,512,242
maksssksksss231.png,1,9,55,29,79
maksssksksss231.png,1,32,50,56,74
maksssksksss231.png,1,102,26,120,49
maksssksksss231.png,1,87,73,105,99
maksssksksss231.png,1,117,63,137,88
maksssksksss231.png,1,148,65,171,91
maksssksksss231.png,1,168,47,191,70
maksssksksss231.png,1,194,59,217,84
maksssksksss231.png,1,217,50,241,76
maksssksksss231.png,1,268,59,288,81
maksssksksss231.png,1,291,59,308,85
maksssksksss231.png,1,323,49,349,77
maksssksksss231.png,1,366,47,390,73
maksssksksss231.png,1,127,39,148,61
maksssksksss231.png,1,392,86,401,106
maksssksksss232.png,1,45,86,72,109
maksssksksss232.png,1,115,74,130,92
maksssksksss232.png,1,161,79,177,93
maksssksksss232.png,1,222,78,233,92
maksssksksss232.png,1,238,83,247,95
maksssksksss233.png,1,109,117,180,198
maksssksksss234.png,1,175,40,220,86
maksssksksss234.png,1,112,101,123,112
maksssksksss234.png,1,3,72,12,89
maksssksksss234.png,1,388,122,400,133
maksssksksss234.png,1,341,125,352,136
maksssksksss235.png,1,310,80,342,116
maksssksksss235.png,1,221,104,231,119
maksssksksss235.png,1,247,106,264,118
maksssksksss235.png,1,265,103,274,114
maksssksksss236.png,0,163,164,269,299
maksssksksss237.png,1,50,56,64,71
maksssksksss237.png,1,191,37,232,83
maksssksksss238.png,1,27,64,44,84
maksssksksss238.png,1,56,72,72,93
maksssksksss238.png,1,103,58,120,78
maksssksksss238.png,1,152,89,169,108
maksssksksss238.png,1,159,60,175,74
maksssksksss238.png,1,213,47,229,67
maksssksksss238.png,1,258,63,268,84
maksssksksss238.png,1,278,69,293,91
maksssksksss238.png,1,328,69,344,86
maksssksksss238.png,1,354,75,369,93
maksssksksss239.png,0,91,208,189,317
maksssksksss24.png,2,105,76,161,116
maksssksksss240.png,0,44,215,62,231
maksssksksss240.png,0,4,158,20,174
maksssksksss240.png,0,53,160,68,176
maksssksksss240.png,0,11,134,25,148
maksssksksss240.png,0,58,123,75,139
maksssksksss240.png,0,16,100,31,115
maksssksksss240.png,0,59,103,73,113
maksssksksss240.png,0,75,89,88,101
maksssksksss240.png,0,20,65,33,78
maksssksksss240.png,0,34,55,45,64
maksssksksss240.png,0,78,57,92,71
maksssksksss240.png,0,42,23,54,35
maksssksksss240.png,0,77,26,91,40
maksssksksss240.png,0,85,11,98,22
maksssksksss240.png,0,155,26,162,36
maksssksksss240.png,1,185,22,193,33
maksssksksss240.png,1,203,19,212,29
maksssksksss240.png,0,176,30,188,41
maksssksksss240.png,0,178,44,189,55
maksssksksss240.png,1,170,69,181,79
maksssksksss240.png,0,186,81,194,92
maksssksksss240.png,0,177,93,186,105
maksssksksss240.png,0,177,114,189,127
maksssksksss240.png,0,166,136,181,150
maksssksksss240.png,0,181,156,194,167
maksssksksss240.png,0,184,201,198,211
maksssksksss240.png,0,189,220,206,237
maksssksksss240.png,0,182,219,188,230
maksssksksss240.png,1,203,103,216,115
